Month of Data Date,State On/Off ,Index,Game Name,Parent Supplier,Game Category,"Month, Year of OGPD Release Date",Casinos (Sites),Avg. Average Bet,Median Avg Bet,Avg. Games Played Index,Avg. Coin In Index,Theo Win Index,Avg. Theo Win Index Game Category,% of Total GGR
,,"4,091",Wild Fruit Super Wheel,Aristocrat,Slot,"July, 2022",9,$2.34,$0.77,0.01,0.0,0.01,0.02,0.00%
,,"4,092",Champions Of Olympus,Games Global,Slot,"October, 2023",13,$1.31,$1.21,0.01,0.0,0.01,0.02,0.00%
,,"4,093",Ultra Rush Dance De Los Toros,Incredible Technologies,Slot,"November, 2023",14,$1.61,$1.40,0.02,0.0,0.01,0.02,0.00%
,,"4,094",Dio Killing The Dragon,Play N Go,Slot,"January, 2025",3,$0.74,$0.71,0.03,0.0,0.01,0.02,0.00%
,,"4,095",Rays Of Egypt Power Wheel,Incredible Technologies,Slot,"December, 2021",11,$1.40,$1.33,0.02,0.0,0.01,0.02,0.00%
,,"4,096",Sparky And Shortz Hidden Joules,Play N Go,Slot,"November, 2023",4,$0.86,$0.98,0.03,0.0,0.01,0.02,0.00%
,,"4,097",Golden Wild,Oddsworks,Slot,"September, 2022",9,$1.22,$1.10,0.02,0.0,0.01,0.02,0.00%
,,"4,098",Rise To Power,High 5 Games,Slot,"August, 2022",6,$0.79,$0.64,0.05,0.0,0.01,0.02,0.00%
,,"4,099",Wild Wild Pistols,Aristocrat,Slot,"February, 2023",11,$1.76,$1.15,0.01,0.0,0.01,0.02,0.00%
,,"4,100",Ankh Of Anubis Awakening,Play N Go,Slot,"January, 2025",19,$1.40,$1.11,0.02,0.0,0.01,0.02,0.00%
,,"4,101",Outlaw Saloon,Games Global,Slot,"November, 2022",10,$1.43,$1.40,0.02,0.0,0.01,0.01,0.00%
,,"4,102",Royal Flush Trophy Spins,Greentube,Slot,"February, 2025",9,$1.13,$0.97,0.03,0.0,0.01,0.01,0.00%
,,"4,103",Stackin Kracken 7s,High 5 Games,Slot,"March, 2021",4,$1.14,$0.75,0.01,0.0,0.01,0.01,0.00%
,,"4,104",Om Nom,Hacksaw Gaming,Slot,"January, 2024",6,$1.41,$1.10,0.02,0.0,0.01,0.01,0.00%
,,"4,105",Upshot Brilliant 7s,Incredible Technologies,Slot,"November, 2024",17,$1.61,$1.21,0.02,0.0,0.01,0.01,0.00%
,,"4,106",Battle Mania,Oddsworks,Slot,"May, 2025",12,$1.28,$1.22,0.02,0.0,0.01,0.01,0.00%
,,"4,107",Pinocchios Fortune,Oddsworks,Slot,"August, 2022",18,$0.99,$0.71,0.04,0.0,0.01,0.01,0.00%
,,"4,108",Temple Of Treasures Megaways,Internal,Slot,"June, 2023",8,$1.97,$2.18,0.01,0.0,0.01,0.01,0.00%
,,"4,109",Murphys Pots,Light & Wonder,Slot,"May, 2022",15,$0.93,$0.67,0.02,0.0,0.01,0.01,0.00%
,,"4,110",Nordic Kings,High 5 Games,Slot,"March, 2024",18,$2.53,$1.30,0.01,0.0,0.01,0.01,0.00%
,,"4,111",Power Strike Super Spin,Aristocrat,Slot,"August, 2023",9,$2.23,$1.18,0.02,0.0,0.01,0.01,0.00%
,,"4,112",Wild Falls,Play N Go,Slot,"February, 2023",5,$1.32,$1.05,0.03,0.0,0.01,0.01,0.00%
,,"4,113",Scarab Kingdom,Games Global,Slot,"August, 2023",3,$0.84,$0.73,0.02,0.0,0.01,0.01,0.00%
,,"4,114",Wildest Gambit,Play N Go,Slot,"March, 2025",12,$1.19,$1.04,0.01,0.0,0.01,0.01,0.00%
,,"4,115",Crystal Vault,Light & Wonder,Slot,"February, 2023",11,$0.84,$0.76,0.02,0.0,0.01,0.01,0.00%
,,"4,116",Ninja Gold,Bragg Gaming Group,Slot,"March, 2021",13,$1.26,$1.20,0.01,0.0,0.01,0.01,0.00%
,,"4,117",Wild Tales Magical Nights,Aruze,Slot,"November, 2024",4,$0.93,$0.93,0.03,0.0,0.01,0.01,0.00%
,,"4,118",Mammoth Mayhem,Aristocrat,Slot,"July, 2024",4,$3.43,$2.87,0.01,0.0,0.01,0.01,0.00%
,,"4,119",Strike It Gold Win Ways,Greentube,Slot,"June, 2022",6,$2.29,$1.43,0.02,0.0,0.01,0.01,0.00%
,,"4,120",Shrimp On The Barbie,Greentube,Slot,"January, 2025",11,$1.19,$0.70,0.03,0.0,0.01,0.01,0.00%
,,"4,121",Hot 777 Deluxe,Wazdan,Slot,"June, 2023",6,$0.71,$0.74,0.06,0.0,0.01,0.01,0.00%
,,"4,122",Rainin Money,1x2 Network,Slot,"February, 2025",5,$0.90,$0.79,0.01,0.0,0.01,0.01,0.00%
,,"4,123",Fortune Dragon Queen,Spearhead Studios,Slot,"February, 2023",6,$0.89,$0.81,0.02,0.0,0.01,0.01,0.00%
,,"4,124",Run Amuck,High 5 Games,Slot,"April, 2021",5,$0.70,$0.47,0.03,0.0,0.01,0.01,0.00%
,,"4,125",Neon Staxx,Evolution,Slot,"May, 2021",5,$1.32,$0.87,0.04,0.0,0.01,0.01,0.00%
,,"4,126",Tokens Of Fortune,High 5 Games,Slot,"January, 2023",13,$3.03,$1.15,0.02,0.0,0.01,0.01,0.00%
,,"4,127",Gems Of Giza,Greentube,Slot,"November, 2023",5,$1.57,$0.90,0.02,0.0,0.01,0.01,0.00%
,,"4,128",Texas Oil Riches,Spinberry,Slot,"June, 2025",7,$2.17,$1.07,0.01,0.0,0.01,0.01,0.00%
,,"4,129",7 Hot 7,Aristocrat,Slot,"July, 2024",4,$0.98,$0.89,0.03,0.0,0.01,0.01,0.00%
,,"4,130",Redroo,Light & Wonder,Slot,"March, 2021",3,$0.72,$0.82,0.04,0.0,0.01,0.01,0.00%
,,"4,131",Chaoji Caishen,Eibic,Slot,"September, 2024",14,$1.12,$1.04,0.02,0.0,0.01,0.01,0.00%
,,"4,132",Fishing For Cash,High 5 Games,Slot,"June, 2023",9,$1.37,$1.27,0.01,0.0,0.01,0.01,0.00%
,,"4,133",Dragon Guard Jackpot Dash,High 5 Games,Slot,"August, 2023",12,$0.79,$0.71,0.04,0.0,0.01,0.01,0.00%
,,"4,134",Midnight Gold,Play N Go,Slot,"April, 2025",18,$1.01,$0.86,0.02,0.0,0.01,0.01,0.00%
,,"4,135",El Dorado Infinity Reels,Reel Play,Slot,"March, 2021",13,$1.22,$1.00,0.03,0.0,0.01,0.01,0.00%
,,"4,136",Fox Mayhem,Play N Go,Slot,"September, 2023",10,$1.16,$1.06,0.02,0.0,0.01,0.01,0.00%
,,"4,137",Glorious Diamonds,Everymatrix,Slot,"July, 2025",5,$1.22,$1.08,0.02,0.0,0.01,0.01,0.00%
,,"4,138",Huolong Valley,Light & Wonder,Slot,"March, 2021",5,$0.77,$0.61,0.05,0.0,0.01,0.01,0.00%
,,"4,139",Wild O Tron 3000,Evolution,Slot,"March, 2021",5,$1.12,$0.82,0.02,0.0,0.01,0.01,0.00%
,,"4,140",Wild Fire Riches,Ainsworth,Slot,"April, 2021",7,$1.17,$1.09,0.02,0.0,0.01,0.01,0.00%
,,"4,141",Tomb Of Mirrors,Oddsworks,Slot,"September, 2022",11,$1.25,$0.88,0.01,0.0,0.01,0.01,0.00%
,,"4,142",Mayan Gold,Ainsworth,Slot,"March, 2021",5,$1.56,$1.30,0.01,0.0,0.01,0.01,0.00%
,,"4,143",El Gran Chiguiro,Spinberry,Slot,"December, 2023",7,$1.35,$0.91,0.03,0.0,0.01,0.01,0.00%
,,"4,144",Tomb Of Gold,Play N Go,Slot,"June, 2024",15,$0.70,$0.67,0.03,0.0,0.01,0.01,0.00%
,,"4,145",Forgotten Treasures,Oddsworks,Slot,"March, 2025",15,$1.36,$1.15,0.01,0.0,0.01,0.01,0.00%
,,"4,146",Ultra Stack Showgirls,Aruze,Slot,"June, 2021",6,$1.78,$1.78,0.02,0.0,0.01,0.01,0.00%
,,"4,147",Mystic Manor,Aristocrat,Slot,"December, 2024",5,$3.59,$1.61,0.01,0.0,0.01,0.01,0.00%
,,"4,148",Love Joker,Play N Go,Slot,"January, 2023",3,$0.77,$0.76,0.02,0.0,0.01,0.01,0.00%
,,"4,149",Kringle Cash,Spearhead Studios,Slot,"December, 2024",4,$1.35,$1.30,0.01,0.0,0.01,0.01,0.00%
,,"4,150",Robin Hood Shifting Riches,Evolution,Slot,"March, 2021",5,$1.55,$0.55,0.03,0.0,0.01,0.01,0.00%
,,"4,151",Lara Jones Treasure Of Egypt 2,Spearhead Studios,Slot,"November, 2022",5,$1.86,$2.33,0.01,0.0,0.01,0.01,0.00%
,,"4,152",Fairy Gathering Thundershots,Playtech,Slot,"October, 2023",5,$1.08,$0.88,0.03,0.0,0.01,0.01,0.00%
,,"4,153",Million 777,Red Rake Gaming,Slot,"December, 2024",5,$2.25,$1.28,0.03,0.0,0.01,0.01,0.00%
,,"4,154",Arcane Reel Chaos,Evolution,Slot,"March, 2021",11,$0.97,$0.97,0.03,0.0,0.01,0.01,0.00%
,,"4,155",King Kokos Quest,Aristocrat,Slot,"November, 2022",5,$1.56,$1.04,0.04,0.0,0.01,0.01,0.00%
,,"4,156",Starlite Fruits,Games Global,Slot,"August, 2022",11,$0.41,$0.46,0.04,0.0,0.01,0.01,0.00%
,,"4,157",Trial By Fire,High 5 Games,Slot,"June, 2021",3,$0.94,$0.97,0.03,0.0,0.01,0.01,0.00%
,,"4,158",Bonanza Town Sheriff Sherry,Aruze,Slot,"February, 2023",7,$1.23,$1.10,0.03,0.0,0.01,0.01,0.00%
,,"4,159",Ways Of The Labyrinth,Oddsworks,Slot,"September, 2022",8,$1.46,$0.87,0.00,0.0,0.01,0.01,0.00%
,,"4,160",Wild West Bandits,Aristocrat,Slot,"January, 2025",6,$1.85,$1.80,0.02,0.0,0.01,0.01,0.00%
,,"4,161",Vikings Creed,Slotmill,Slot,"May, 2024",4,$0.78,$0.76,0.02,0.0,0.01,0.01,0.00%
,,"4,162",Kings Mask,Play N Go,Slot,"February, 2023",9,$1.23,$1.03,0.02,0.0,0.01,0.01,0.00%
,,"4,163",Lady Of The Dead Deluxe,Incredible Technologies,Slot,"October, 2021",12,$1.67,$1.18,0.01,0.0,0.01,0.01,0.00%
,,"4,164",Alices Mad Fortune,Spearhead Studios,Slot,"April, 2024",4,$1.54,$1.20,0.02,0.0,0.01,0.01,0.00%
,,"4,165",Mega Drop The Wilds,Aristocrat,Slot,"December, 2024",7,$1.10,$0.85,0.02,0.0,0.01,0.01,0.00%
,,"4,166",Genies Palace,High 5 Games,Slot,"March, 2021",7,$0.99,$0.89,0.02,0.0,0.01,0.01,0.00%
,,"4,167",Magic Wheel 7s,Ainsworth,Slot,"November, 2022",4,$2.95,$2.93,0.01,0.0,0.01,0.01,0.00%
,,"4,168",Rise Of Gods Reckoning,Play N Go,Slot,"February, 2023",4,$1.83,$0.88,0.04,0.0,0.01,0.01,0.00%
,,"4,169",Aztec Blox,Oddsworks,Slot,"October, 2022",12,$1.00,$0.87,0.03,0.0,0.01,0.01,0.00%
,,"4,170",Frozen Inferno,Light & Wonder,Slot,"March, 2021",4,$3.24,$2.12,0.02,0.0,0.01,0.01,0.00%
,,"4,171",Liyu Tiao Long Men,Boom Entertainment,Slot,"June, 2023",12,$1.11,$0.98,0.02,0.0,0.01,0.01,0.00%
,,"4,172",Bet The Set 21,Light & Wonder,Table Game,"September, 2021",7,$9.59,$4.57,0.02,0.0,0.01,0.00,0.00%
,,"4,173",Wonder Rose,Konami,Slot,"March, 2021",7,$1.28,$1.04,0.02,0.0,0.01,0.01,0.00%
,,"4,174",Pinata Blast Tapper,Greentube,Instant Win,"November, 2024",11,$1.10,$0.76,0.02,0.0,0.01,0.02,0.00%
,,"4,175",Makin Money,Bragg Gaming Group,Slot,"March, 2021",13,$1.13,$0.89,0.02,0.0,0.01,0.01,0.00%
,,"4,176",Rio Fever,Aristocrat,Slot,"April, 2022",7,$0.94,$0.92,0.03,0.0,0.01,0.01,0.00%
,,"4,177",Diamond Mystery Fruitilicious Deluxe,Greentube,Slot,"March, 2024",3,$1.36,$1.06,0.02,0.0,0.01,0.01,0.00%
,,"4,178",Arabian Rose,Ainsworth,Slot,"September, 2021",7,$1.89,$2.00,0.01,0.0,0.01,0.01,0.00%
,,"4,179",Legends Of Lucha Libre Superstars,Everi,Slot,"May, 2025",19,$1.27,$1.12,0.01,0.0,0.01,0.01,0.00%
,,"4,180",Prometheus Titan Of Fire,Fantasma Games,Slot,"January, 2023",5,$1.49,$1.15,0.02,0.0,0.01,0.01,0.00%
,,"4,181",Bee Frenzy,Playtech,Slot,"May, 2024",3,$0.67,$0.54,0.06,0.0,0.01,0.01,0.00%
,,"4,182",Monkey God,Kalamba Games,Slot,"June, 2023",3,$1.47,$1.20,0.01,0.0,0.01,0.01,0.00%
,,"4,183",Emeralds Of Oz,Aristocrat,Slot,"November, 2022",2,$0.86,$0.86,0.03,0.0,0.01,0.01,0.00%
,,"4,184",Wealth Inn,Oddsworks,Slot,"January, 2025",15,$0.93,$0.86,0.03,0.0,0.01,0.01,0.00%
,,"4,185",Rich Wilde And The Wandering City,Play N Go,Slot,"February, 2023",5,$1.48,$1.47,0.01,0.0,0.01,0.01,0.00%
,,"4,186",Ultra Stack Feature Tiki,Aruze,Slot,"June, 2025",5,$1.11,$1.24,0.05,0.0,0.01,0.01,0.00%
,,"4,187",Polar Wilds Arctic Circles,Igt,Slot,"February, 2024",4,$0.43,$0.36,0.03,0.0,0.01,0.01,0.00%
,,"4,188",Iron Bank,Relax Gaming,Slot,"June, 2024",3,$1.37,$1.36,0.03,0.0,0.01,0.01,0.00%
,,"4,189",Sovereign Lion,Konami,Slot,"August, 2022",4,$2.37,$1.96,0.02,0.0,0.01,0.01,0.00%
,,"4,190",Long Pao,Evolution,Slot,"July, 2024",12,$1.23,$1.26,0.03,0.0,0.01,0.01,0.00%
,,"4,191",Harlequin Wins,High 5 Games,Slot,"August, 2022",9,$0.72,$0.54,0.02,0.0,0.01,0.01,0.00%
,,"4,192",Renegades,Light & Wonder,Slot,"March, 2021",4,$2.66,$2.80,0.01,0.0,0.01,0.01,0.00%
,,"4,193",Age Of The Gods God Of Storms,Playtech,Slot,"June, 2024",8,$1.56,$0.92,0.02,0.0,0.01,0.01,0.00%
,,"4,194",Panda Gong,Ainsworth,Slot,"January, 2023",6,$3.50,$2.71,0.01,0.0,0.01,0.01,0.00%
,,"4,195",Legends Of The Tomb,High 5 Games,Slot,"September, 2021",4,$1.54,$1.25,0.02,0.0,0.01,0.01,0.00%
,,"4,196",Love And Rage Olympus,Greentube,Slot,"December, 2024",11,$2.88,$2.53,0.01,0.0,0.01,0.01,0.00%
,,"4,197",Wolf 500g,Aruze,Slot,"March, 2022",7,$0.84,$0.83,0.08,0.0,0.01,0.01,0.00%
,,"4,198",Secrets Of The Temple,Red Rake Gaming,Slot,"December, 2024",11,$1.29,$0.90,0.02,0.0,0.01,0.01,0.00%
,,"4,199",Fortuna Carnivale,Skillzz Gaming,Slot,"January, 2025",3,$1.94,$1.46,0.01,0.0,0.01,0.01,0.00%
,,"4,200",Merlin And The Ice Queen Morgana,Play N Go,Slot,"February, 2023",3,$0.89,$0.80,0.02,0.0,0.01,0.01,0.00%
,,"4,201",Viking Raid Zone,Oddsworks,Slot,"July, 2024",8,$1.06,$1.07,0.02,0.0,0.01,0.01,0.00%
,,"4,202",Djinn Of Storms,Playtech,Slot,"June, 2024",6,$0.58,$0.35,0.01,0.0,0.01,0.01,0.00%
,,"4,203",Mystery Fox,Aristocrat,Slot,"March, 2022",9,$3.66,$2.58,0.01,0.0,0.01,0.01,0.00%
,,"4,204",Safari Spirit,Ainsworth,Slot,"March, 2021",6,$1.54,$1.48,0.01,0.0,0.01,0.01,0.00%
,,"4,205",Galactic Invaders Swift Hits,Games Global,Slot,"October, 2024",7,$1.48,$0.55,0.02,0.0,0.01,0.01,0.00%
,,"4,206",Tales Of Camelot,Spinomenal,Slot,"May, 2025",2,$1.35,$1.35,0.03,0.0,0.01,0.01,0.00%
,,"4,207",Treasure Temple,Aristocrat,Slot,"September, 2023",6,$1.92,$0.73,0.01,0.0,0.01,0.01,0.00%
,,"4,208",Legacy Of Inca,Play N Go,Slot,"May, 2024",10,$2.23,$0.60,0.02,0.0,0.01,0.01,0.00%
,,"4,209",Dragons Keeper,High 5 Games,Slot,"April, 2022",4,$1.64,$1.25,0.01,0.0,0.01,0.01,0.00%
,,"4,210",Rock Paper Scissors Draw,1x2 Network,Instant Win,"August, 2024",14,$1.61,$1.29,0.02,0.0,0.01,0.02,0.00%
,,"4,211",Samurai Fury,Playtech,Slot,"May, 2025",16,$0.81,$0.74,0.02,0.0,0.01,0.01,0.00%
,,"4,212",Slashimi,Play N Go,Slot,"April, 2025",10,$1.00,$0.80,0.03,0.0,0.01,0.01,0.00%
,,"4,213",Alice In Vegasland,Aristocrat,Slot,"November, 2023",10,$0.77,$0.82,0.04,0.0,0.01,0.01,0.00%
,,"4,214",Grand Loot,Aristocrat,Slot,"August, 2022",5,$1.78,$1.97,0.02,0.0,0.01,0.01,0.00%
,,"4,215",Monopoly Utility Trails,Light & Wonder,Slot,"May, 2021",7,$0.95,$0.76,0.02,0.0,0.01,0.01,0.00%
,,"4,216",Shamaria,Betixon,Slot,"May, 2025",2,$2.20,$2.20,0.01,0.0,0.01,0.01,0.00%
,,"4,217",Wild Nights,Ainsworth,Slot,"March, 2021",2,$5.83,$5.83,0.00,0.0,0.01,0.01,0.00%
,,"4,218",Magic Stars 3,Wazdan,Slot,"February, 2023",9,$0.73,$0.45,0.07,0.0,0.01,0.01,0.00%
,,"4,219",11 Champions,Games Global,Slot,"August, 2021",13,$0.83,$0.75,0.02,0.0,0.01,0.01,0.00%
,,"4,220",Whispering Winds,Play N Go,Slot,"October, 2024",4,$1.26,$1.00,0.02,0.0,0.01,0.01,0.00%
,,"4,221",Treasure Of The Oracle,Oddsworks,Slot,"July, 2024",13,$1.04,$1.17,0.02,0.0,0.01,0.01,0.00%
,,"4,222",Gems Infinity Reels,Reel Play,Slot,"March, 2023",14,$1.58,$1.03,0.03,0.0,0.01,0.01,0.00%
,,"4,223",Titan Storm,Light & Wonder,Slot,"March, 2021",3,$1.59,$1.30,0.01,0.0,0.01,0.01,0.00%
,,"4,224",Flaming Chilies,Aruze,Slot,"March, 2022",3,$1.21,$1.31,0.05,0.0,0.01,0.01,0.00%
,,"4,225",Howling Treasures,Aristocrat,Slot,"July, 2024",3,$5.82,$7.25,0.00,0.0,0.01,0.01,0.00%
,,"4,226",Empress Of The Nile,High 5 Games,Slot,"March, 2021",3,$0.78,$0.67,0.03,0.0,0.01,0.01,0.00%
,,"4,227",Wild Portals,Evolution,Slot,"August, 2022",8,$2.82,$1.28,0.01,0.0,0.01,0.01,0.00%
,,"4,228",Three Graces,High 5 Games,Slot,"March, 2021",4,$1.58,$1.49,0.01,0.0,0.01,0.01,0.00%
,,"4,229",Spartan Fire,Light & Wonder,Slot,"July, 2021",7,$1.28,$1.45,0.01,0.0,0.01,0.01,0.00%
,,"4,230",Potion Payday,High 5 Games,Slot,"January, 2022",6,$0.78,$0.82,0.02,0.0,0.01,0.01,0.00%
,,"4,231",You Are The One,Spinberry,Slot,"February, 2025",8,$1.43,$1.02,0.01,0.0,0.01,0.01,0.00%
,,"4,232",Raging Storms,Igt,Slot,"March, 2021",10,$1.12,$0.87,0.02,0.0,0.01,0.01,0.00%
,,"4,233",Sanctuary,Evolution,Slot,"February, 2024",13,$1.77,$0.87,0.01,0.0,0.01,0.01,0.00%
,,"4,234",Poseidons Rising,Spinomenal,Slot,"April, 2025",2,$4.50,$4.50,0.01,0.0,0.01,0.01,0.00%
,,"4,235",Ultra Rush Divine Protector,Incredible Technologies,Slot,"December, 2023",12,$1.84,$1.53,0.01,0.0,0.01,0.01,0.00%
,,"4,236",Royal Legacy,Ainsworth,Slot,"December, 2023",5,$2.73,$2.05,0.01,0.0,0.01,0.01,0.00%
,,"4,237",Monkeys Journey,Oddsworks,Slot,"November, 2024",11,$1.26,$1.19,0.00,0.0,0.01,0.01,0.00%
,,"4,238",Cougar Cash,Ainsworth,Slot,"February, 2022",7,$1.55,$1.08,0.02,0.0,0.01,0.01,0.00%
,,"4,239",Jacks Beanstalk,Light & Wonder,Slot,"March, 2021",9,$2.86,$1.01,0.01,0.0,0.01,0.01,0.00%
,,"4,240",East Sea Dragon King,Evolution,Slot,"August, 2024",18,$0.92,$0.76,0.03,0.0,0.01,0.01,0.00%
,,"4,241",Wolfheart,Oddsworks,Slot,"December, 2022",11,$1.83,$1.35,0.01,0.0,0.01,0.01,0.00%
,,"4,242",Silver Enchantress Extreme,High 5 Games,Slot,"March, 2021",3,$0.38,$0.20,0.04,0.0,0.01,0.01,0.00%
,,"4,243",Fortunium,Games Global,Slot,"August, 2021",10,$1.32,$1.41,0.02,0.0,0.01,0.01,0.00%
,,"4,244",Treasure Hunt,Igt,Slot,"September, 2022",19,$0.84,$0.79,0.02,0.0,0.01,0.01,0.00%
,,"4,245",Blazing X Asia,Light & Wonder,Slot,"March, 2021",5,$2.34,$1.39,0.01,0.0,0.01,0.01,0.00%
,,"4,246",Mayan Eagle,Games Global,Slot,"August, 2021",12,$0.94,$0.87,0.04,0.0,0.01,0.01,0.00%
,,"4,247",Dragons Disciple,Oddsworks,Slot,"October, 2024",16,$1.98,$1.53,0.01,0.0,0.01,0.01,0.00%
,,"4,248",Kraken Conquest,Oddsworks,Slot,"August, 2022",16,$1.19,$1.00,0.01,0.0,0.01,0.01,0.00%
,,"4,249",Shamrock Surprise,Spearhead Studios,Slot,"March, 2024",6,$1.45,$1.30,0.01,0.0,0.01,0.01,0.00%
,,"4,250",Fiery Kirin,Oddsworks,Slot,"August, 2022",10,$1.11,$0.97,0.02,0.0,0.01,0.01,0.00%
,,"4,251",Multi Rise Video Poker Deuces Wild,Oddsworks,Video Poker,"October, 2023",2,$1.33,$1.33,0.03,0.0,0.01,0.01,0.00%
,,"4,252",Stumpy Mcdoodles 2,Games Global,Slot,"March, 2023",11,$1.55,$1.24,0.01,0.0,0.01,0.01,0.00%
,,"4,253",Spin N Hit,Aristocrat,Slot,"July, 2022",5,$0.83,$0.87,0.03,0.0,0.01,0.01,0.00%
,,"4,254",Hotel Yeti Way,Play N Go,Slot,"July, 2023",2,$0.83,$0.83,0.02,0.0,0.01,0.01,0.00%
,,"4,255",Stallion Strike,Playtech,Slot,"May, 2023",6,$1.01,$0.92,0.03,0.0,0.01,0.01,0.00%
,,"4,256",Frankie Dettoris Magic Seven,Playtech,Slot,"December, 2021",3,$0.80,$0.94,0.03,0.0,0.01,0.01,0.00%
,,"4,257",Reel Hot 7s Fruit,Ainsworth,Slot,"August, 2021",4,$1.74,$1.41,0.01,0.0,0.01,0.01,0.00%
,,"4,258",Jade Shuriken,Games Global,Slot,"March, 2023",10,$1.06,$0.71,0.01,0.0,0.01,0.01,0.00%
,,"4,259",Pyramids Of Luxor,Crucible Gaming,Slot,"May, 2025",12,$1.57,$1.35,0.01,0.0,0.01,0.01,0.00%
,,"4,260",Cash Squares Instant Tap,Light & Wonder,Instant Win,"January, 2023",4,$0.76,$0.73,0.03,0.0,0.01,0.02,0.00%
,,"4,261",Balls Of Fire,Spinberry,Slot,"June, 2024",7,$0.98,$0.82,0.03,0.0,0.01,0.01,0.00%
,,"4,262",Candy Blasted,High 5 Games,Slot,"February, 2022",2,$0.59,$0.59,0.05,0.0,0.01,0.01,0.00%
,,"4,263",Joker Diamond,Aristocrat,Slot,"November, 2023",7,$1.30,$1.23,0.02,0.0,0.01,0.01,0.00%
,,"4,264",Jaguar Princess Ways,High 5 Games,Slot,"January, 2022",7,$2.75,$2.01,0.01,0.0,0.01,0.01,0.00%
,,"4,265",Ultra Stack Feature Africa,Aruze,Slot,"January, 2022",9,$1.62,$1.31,0.02,0.0,0.01,0.01,0.00%
,,"4,266",Split To Double Blackjack,Oddsworks,Table Game,"August, 2024",6,$20.33,$16.29,0.01,0.0,0.01,0.00,0.00%
,,"4,267",Smoking Hot Fortunes,1x2 Network,Slot,"March, 2025",5,$0.71,$0.63,0.02,0.0,0.01,0.01,0.00%
,,"4,268",Arabian Deserts,Oddsworks,Slot,"April, 2025",13,$1.31,$1.12,0.01,0.0,0.01,0.01,0.00%
,,"4,269",Wonder Hounds,Light & Wonder,Slot,"March, 2021",7,$1.74,$1.13,0.03,0.0,0.01,0.01,0.00%
,,"4,270",Great Western Express 3,Relax Gaming,Slot,"December, 2024",9,$1.19,$0.95,0.02,0.0,0.01,0.01,0.00%
,,"4,271",Bonanza Town Sheriff Sam,Aruze,Slot,"February, 2023",7,$1.07,$0.88,0.02,0.0,0.01,0.01,0.00%
,,"4,272",Safari Of Wealth,Play N Go,Slot,"February, 2023",10,$1.39,$0.81,0.02,0.0,0.01,0.01,0.00%
,,"4,273",Legacy Of Dynasties,Play N Go,Slot,"January, 2024",5,$1.29,$1.00,0.01,0.0,0.01,0.01,0.00%
,,"4,274",Tales Of Mithrune Syns Fortune,Play N Go,Slot,"April, 2024",8,$1.25,$1.12,0.02,0.0,0.01,0.01,0.00%
,,"4,275",Dave Lame Bad Magician,Light & Wonder,Slot,"April, 2022",5,$1.16,$1.12,0.02,0.0,0.01,0.01,0.00%
,,"4,276",Attack On Retro,Games Global,Slot,"August, 2021",10,$1.15,$1.23,0.02,0.0,0.01,0.01,0.00%
,,"4,277",Wildtastic Beasts,Oddsworks,Slot,"April, 2025",9,$2.26,$2.53,0.01,0.0,0.01,0.01,0.00%
,,"4,278",Eagle Strike,1x2 Network,Slot,"April, 2024",5,$1.62,$0.99,0.01,0.0,0.01,0.01,0.00%
,,"4,279",Canine Carnage,Play N Go,Slot,"May, 2024",6,$1.09,$1.12,0.02,0.0,0.01,0.01,0.00%
,,"4,280",Heavy Metal Wilds,Spinberry,Slot,"October, 2023",5,$1.42,$1.53,0.01,0.0,0.01,0.01,0.00%
,,"4,281",Power Of Gods Egypt,Wazdan,Slot,"June, 2023",6,$1.23,$0.70,0.06,0.0,0.01,0.01,0.00%
,,"4,282",King Of The Trident,Aristocrat,Slot,"October, 2021",8,$1.56,$1.09,0.01,0.0,0.01,0.01,0.00%
,,"4,283",Griffins Quest,Kalamba Games,Slot,"June, 2023",5,$1.14,$1.34,0.01,0.0,0.01,0.01,0.00%
,,"4,284",Reel Joke,Wazdan,Slot,"June, 2023",6,$1.20,$0.75,0.02,0.0,0.01,0.01,0.00%
,,"4,285",Spirit Of The River,Light & Wonder,Slot,"March, 2022",4,$2.68,$2.51,0.01,0.0,0.01,0.01,0.00%
,,"4,286",Kalahari Safari,Light & Wonder,Slot,"August, 2021",8,$1.14,$1.04,0.02,0.0,0.01,0.01,0.00%
,,"4,287",Crab Attack,Betixon,Slot,"July, 2025",2,$1.41,$1.41,0.01,0.0,0.01,0.01,0.00%
,,"4,288",Beer Stein Bears,Spearhead Studios,Slot,"November, 2024",5,$1.94,$2.09,0.01,0.0,0.01,0.01,0.00%
,,"4,289",Faith,Aristocrat,Slot,"August, 2022",4,$2.43,$1.29,0.01,0.0,0.01,0.01,0.00%
,,"4,290",Hot Hot Fruit,Oddsworks,Slot,"January, 2025",13,$0.90,$0.79,0.01,0.0,0.01,0.01,0.00%
,,"4,291",Safari Heat,Playtech,Slot,"August, 2021",4,$1.08,$1.05,0.03,0.0,0.01,0.01,0.00%
,,"4,292",Paradise Ticket,Bragg Gaming Group,Slot,"April, 2023",10,$1.40,$1.06,0.02,0.0,0.01,0.01,0.00%
,,"4,293",Fire Vs Ice,Aristocrat,Slot,"August, 2024",4,$1.14,$1.24,0.01,0.0,0.01,0.01,0.00%
,,"4,294",Royal Fortunes,Bragg Gaming Group,Slot,"February, 2023",11,$2.05,$0.95,0.01,0.0,0.01,0.01,0.00%
